"Participant_ID","Age","Gender","Location","Education","COVID_Awareness_Level","Received_Info_Social_Media","Vaccine_Hesitancy","Reasons_For_Hesitancy"
2698,42,"Male","Suburban","High School","High","Yes","Not Sure","Concerns about side effects"
2699,57,"Female","Suburban","Graduate School","High","Yes","No","Concerns about side effects"
2700,31,"Female","Suburban","College","Low","No","Not Sure","Concerns about side effects"
2701,42,"Male","Rural","High School","Low","No","No",""
2702,39,"Male","Urban","Graduate School","High","No","No",""
2703,47,"Male","Rural","College","Low","No","Not Sure",""
2704,37,"Female","Rural","Graduate School","High","No","No",""
2705,38,"Male","Suburban","Graduate School","Low","No","Yes",""
2706,61,"Male","Suburban","High School","Low","No","Not Sure",""
2707,49,"Male","Suburban","High School","Low","No","Yes",""
2708,63,"Female","Urban","Graduate School","Medium","No","No",""
2709,38,"Male","Urban","High School","Low","No","No",""
2710,52,"Female","Urban","High School","Medium","No","No",""
2711,49,"Female","Rural","College","Medium","No","Not Sure","Concerns about side effects"
2712,47,"Male","Suburban","College","Medium","Yes","No","Concerns about side effects"
2713,56,"Female","Rural","Graduate School","High","No","Yes",""
2714,29,"Male","Urban","Graduate School","Low","Yes","Yes",""
2715,58,"Female","Suburban","Graduate School","High","Yes","Not Sure",""
2716,64,"Female","Urban","Graduate School","Medium","No","Yes",""
2717,35,"Male","Suburban","College","Low","Yes","Not Sure",""
2718,38,"Male","Suburban","High School","High","No","Not Sure",""
2719,30,"Male","Rural","College","Medium","No","No",""
2720,38,"Female","Rural","Graduate School","High","Yes","Yes",""
2721,25,"Female","Urban","Graduate School","High","No","Yes",""
2722,63,"Male","Rural","College","Low","Yes","Yes",""
2723,57,"Male","Rural","College","Low","Yes","No",""
2724,63,"Female","Rural","Graduate School","High","No","Not Sure",""
2725,24,"Female","Suburban","High School","Low","Yes","Yes",""
2726,40,"Female","Rural","Graduate School","Low","Yes","Yes",""
2727,61,"Male","Urban","College","High","No","Yes",""
2728,49,"Female","Suburban","Graduate School","Low","Yes","Yes",""
2729,28,"Male","Suburban","Graduate School","Low","No","No",""
2730,39,"Female","Rural","High School","Medium","No","Not Sure",""
2731,39,"Female","Suburban","Graduate School","Low","No","Yes",""
2732,60,"Male","Urban","Graduate School","Medium","No","Yes",""
2733,42,"Male","Urban","Graduate School","High","Yes","Not Sure","Concerns about side effects"
2734,39,"Male","Suburban","College","Medium","No","No","Concerns about side effects"
2735,45,"Female","Rural","College","High","Yes","No",""
2736,46,"Female","Rural","High School","Low","Yes","No",""
2737,30,"Female","Suburban","Graduate School","Low","No","No",""
2738,35,"Male","Urban","College","Medium","No","Yes",""
2739,19,"Female","Suburban","High School","High","No","Not Sure",""
2740,46,"Male","Rural","Graduate School","Low","Yes","Not Sure","Concerns about side effects"
2741,38,"Male","Rural","High School","Medium","No","Not Sure",""
2742,32,"Male","Suburban","High School","Medium","Yes","No",""
2743,44,"Female","Urban","High School","Medium","No","No",""
2744,48,"Female","Suburban","High School","Low","No","Not Sure","Concerns about side effects"
2745,32,"Male","Urban","High School","High","Yes","Yes",""
2746,40,"Female","Urban","High School","Low","Yes","No",""
2747,41,"Male","Suburban","High School","Low","No","Yes",""
2748,61,"Male","Suburban","Graduate School","High","No","Not Sure","Concerns about side effects"
2749,30,"Female","Urban","Graduate School","Medium","No","No",""
2750,39,"Male","Urban","High School","Low","Yes","Yes",""
2751,60,"Male","Urban","Graduate School","Medium","No","No",""
2752,54,"Female","Urban","High School","Medium","No","Not Sure",""
2753,50,"Male","Rural","Graduate School","High","Yes","Not Sure",""
2754,20,"Male","Suburban","College","High","No","Not Sure",""
2755,36,"Male","Urban","High School","High","Yes","Yes","Concerns about side effects"
2756,40,"Male","Suburban","College","Medium","Yes","No","Concerns about side effects"
2757,46,"Male","Urban","High School","Medium","No","No",""
2758,47,"Male","Suburban","High School","Low","No","No",""
2759,56,"Male","Suburban","College","Medium","Yes","Not Sure",""
2760,61,"Female","Urban","College","High","Yes","Yes",""
2761,64,"Female","Urban","College","High","No","Not Sure","Concerns about side effects"
2762,42,"Male","Suburban","High School","High","Yes","Not Sure","Concerns about side effects"
2763,54,"Male","Suburban","College","High","Yes","Yes",""
2764,64,"Female","Suburban","College","Medium","No","Not Sure",""
2765,25,"Female","Rural","Graduate School","High","Yes","Not Sure",""
2766,59,"Female","Urban","Graduate School","Low","Yes","No",""
2767,33,"Female","Rural","College","Medium","Yes","Yes",""
2768,25,"Female","Rural","College","High","Yes","Yes",""
2769,18,"Male","Urban","College","Low","Yes","No",""
2770,61,"Female","Urban","College","High","Yes","Yes",""
2771,22,"Female","Rural","Graduate School","Medium","No","No",""
2772,20,"Female","Urban","High School","Medium","No","Not Sure",""
2773,18,"Male","Suburban","College","Low","No","Yes",""
2774,21,"Male","Suburban","College","Medium","No","Yes",""
2775,57,"Male","Rural","Graduate School","Low","Yes","Not Sure",""
2776,52,"Male","Rural","College","High","No","Not Sure","Concerns about side effects"
2777,49,"Male","Urban","College","Medium","Yes","Yes",""
2778,59,"Male","Urban","Graduate School","High","No","Yes",""
2779,51,"Female","Rural","College","High","Yes","Yes",""
2780,60,"Male","Rural","College","Medium","No","No",""
2781,42,"Male","Suburban","Graduate School","High","Yes","Yes",""
2782,27,"Female","Suburban","High School","Low","No","Yes",""
2783,38,"Male","Urban","College","Low","No","Not Sure",""
2784,63,"Female","Suburban","College","Low","No","Not Sure","Concerns about side effects"
2785,56,"Female","Urban","High School","Medium","No","No","Concerns about side effects"
2786,44,"Male","Urban","Graduate School","High","No","Not Sure",""
2787,44,"Female","Urban","High School","High","Yes","Yes","Concerns about side effects"
2788,19,"Female","Suburban","College","High","No","Yes",""
2789,58,"Female","Rural","High School","High","Yes","No",""
2790,30,"Female","Rural","Graduate School","Low","No","Not Sure",""
2791,26,"Male","Suburban","College","Medium","No","Not Sure",""
2792,53,"Female","Rural","Graduate School","Low","No","Not Sure",""
2793,39,"Male","Urban","Graduate School","Low","Yes","No","Concerns about side effects"
2794,59,"Female","Rural","High School","Medium","No","Not Sure",""
2795,43,"Female","Suburban","High School","Medium","No","Not Sure",""
2796,29,"Female","Rural","Graduate School","Low","Yes","Not Sure",""
2797,34,"Male","Urban","Graduate School","High","Yes","Yes",""
2798,31,"Male","Urban","College","Medium","Yes","No",""
2799,31,"Male","Suburban","Graduate School","Medium","Yes","Yes",""
2800,51,"Female","Suburban","Graduate School","Low","No","No","Concerns about side effects"
2801,37,"Female","Suburban","High School","High","Yes","Not Sure",""
2802,28,"Female","Urban","Graduate School","Medium","Yes","Yes",""
2803,33,"Female","Rural","Graduate School","Low","No","Not Sure",""
2804,48,"Male","Rural","High School","Medium","Yes","Not Sure",""
2805,23,"Female","Suburban","College","High","Yes","No","Concerns about side effects"
2806,36,"Male","Rural","High School","Low","Yes","Not Sure",""
2807,54,"Female","Rural","High School","Low","No","Yes",""
2808,21,"Male","Suburban","Graduate School","High","Yes","No",""
2809,64,"Male","Suburban","Graduate School","Low","Yes","No",""
2810,21,"Female","Urban","College","High","Yes","Yes",""
2811,37,"Female","Urban","Graduate School","Low","No","Not Sure",""
2812,27,"Male","Urban","College","High","No","Not Sure",""
2813,41,"Female","Urban","College","Medium","Yes","Not Sure",""
2814,52,"Female","Rural","College","Medium","No","Not Sure",""
2815,43,"Male","Rural","College","Medium","Yes","Not Sure",""
2816,54,"Male","Urban","Graduate School","Low","No","No",""
2817,55,"Male","Urban","High School","High","No","No",""
2818,38,"Male","Suburban","High School","High","Yes","Yes",""
2819,57,"Female","Rural","Graduate School","Medium","Yes","Not Sure",""
2820,56,"Male","Rural","Graduate School","Medium","Yes","Not Sure",""
2821,38,"Male","Urban","College","Medium","No","Not Sure",""
2822,27,"Male","Rural","Graduate School","High","Yes","Yes","Concerns about side effects"
2823,55,"Female","Suburban","High School","Medium","No","Not Sure","Concerns about side effects"
2824,63,"Male","Suburban","Graduate School","Low","No","No",""
2825,21,"Female","Rural","Graduate School","Medium","Yes","Not Sure",""
2826,62,"Male","Urban","College","Medium","No","Yes","Concerns about side effects"
2827,37,"Male","Rural","College","High","No","No",""
2828,34,"Female","Suburban","College","Low","Yes","No",""
2829,24,"Male","Urban","College","High","No","No",""
2830,21,"Male","Rural","High School","Low","No","Not Sure","Concerns about side effects"
2831,46,"Female","Urban","Graduate School","Low","Yes","Yes","Concerns about side effects"
2832,31,"Male","Urban","Graduate School","Medium","Yes","Yes",""
2833,20,"Male","Suburban","College","Medium","Yes","Not Sure","Concerns about side effects"
2834,41,"Male","Urban","High School","High","No","Yes",""
2835,54,"Male","Rural","High School","High","No","No","Concerns about side effects"
2836,33,"Female","Urban","Graduate School","High","No","No",""
2837,21,"Male","Urban","College","Low","Yes","Yes",""
2838,41,"Female","Rural","Graduate School","High","No","Yes",""
2839,51,"Male","Suburban","Graduate School","Low","No","Not Sure","Concerns about side effects"
2840,47,"Female","Suburban","High School","Low","No","Not Sure",""
2841,35,"Male","Rural","High School","Low","Yes","Not Sure",""
2842,36,"Female","Rural","Graduate School","Low","Yes","Not Sure","Concerns about side effects"
2843,48,"Male","Suburban","College","Low","Yes","Not Sure",""
2844,36,"Female","Urban","College","Medium","No","Not Sure",""
2845,63,"Female","Rural","Graduate School","Low","No","No",""
2846,36,"Male","Urban","Graduate School","Low","Yes","Yes","Concerns about side effects"
2847,39,"Female","Rural","College","Medium","Yes","Not Sure","Concerns about side effects"
2848,41,"Male","Suburban","College","Medium","No","No",""
2849,62,"Male","Urban","College","Medium","Yes","Yes",""
2850,29,"Male","Urban","Graduate School","High","No","Yes",""
2851,47,"Male","Rural","High School","High","Yes","Yes",""
2852,55,"Male","Urban","College","Low","Yes","Not Sure",""
2853,48,"Female","Rural","College","Low","Yes","Not Sure","Concerns about side effects"
2854,53,"Male","Suburban","College","Low","No","Not Sure",""
2855,36,"Male","Urban","Graduate School","Low","Yes","Yes","Concerns about side effects"
2856,62,"Male","Rural","High School","Medium","No","Yes",""
2857,53,"Male","Urban","High School","High","Yes","No","Concerns about side effects"
2858,47,"Male","Rural","College","Medium","Yes","No","Concerns about side effects"
2859,50,"Male","Rural","Graduate School","High","No","No",""
2860,35,"Female","Rural","High School","Medium","No","No",""
2861,45,"Female","Suburban","Graduate School","Low","Yes","Yes","Concerns about side effects"
2862,64,"Male","Urban","High School","High","No","Not Sure",""
2863,28,"Female","Suburban","College","Low","Yes","Not Sure",""
2864,62,"Male","Rural","Graduate School","High","No","Not Sure","Concerns about side effects"
2865,50,"Male","Rural","College","High","No","Not Sure","Concerns about side effects"
2866,34,"Male","Suburban","High School","Low","Yes","No",""
2867,23,"Male","Suburban","High School","Low","Yes","Yes",""
2868,21,"Male","Urban","College","Low","No","Not Sure",""
2869,37,"Female","Rural","High School","Medium","No","Yes",""
2870,64,"Female","Suburban","College","High","Yes","No",""
2871,44,"Female","Rural","College","High","No","No",""
2872,32,"Female","Rural","College","High","No","Not Sure",""
2873,23,"Male","Urban","High School","Low","No","Not Sure",""
2874,64,"Female","Urban","Graduate School","High","No","No",""
2875,31,"Male","Urban","College","High","Yes","No",""
2876,28,"Female","Suburban","Graduate School","Low","Yes","Yes","Concerns about side effects"
2877,56,"Female","Rural","High School","Low","No","No",""
2878,26,"Female","Suburban","High School","High","No","Yes",""
2879,43,"Female","Suburban","Graduate School","Medium","Yes","No",""
2880,33,"Male","Urban","College","Low","No","Yes",""
2881,22,"Female","Rural","High School","Medium","No","No",""
2882,27,"Female","Rural","College","Medium","No","No",""
2883,20,"Male","Urban","College","Medium","No","Yes",""
2884,30,"Male","Rural","Graduate School","Medium","No","Yes",""
2885,60,"Female","Urban","High School","Low","Yes","Not Sure",""
2886,47,"Male","Suburban","Graduate School","High","No","Not Sure",""
2887,62,"Male","Suburban","High School","High","No","No",""
2888,23,"Male","Urban","Graduate School","Low","No","No",""
2889,34,"Female","Suburban","High School","Low","Yes","Yes",""
2890,62,"Male","Suburban","High School","Medium","No","No","Concerns about side effects"
2891,36,"Female","Urban","High School","Medium","No","Not Sure",""
2892,59,"Female","Suburban","College","Low","Yes","Yes",""
2893,52,"Female","Rural","College","High","Yes","No",""
2894,63,"Female","Suburban","Graduate School","Medium","Yes","Yes",""
2895,43,"Male","Urban","Graduate School","Low","Yes","Not Sure",""
2896,22,"Female","Rural","High School","Low","No","Not Sure",""
2897,46,"Male","Rural","High School","Low","No","Not Sure",""
2898,54,"Female","Suburban","College","Medium","No","No",""
2899,37,"Male","Rural","College","Low","Yes","No","Concerns about side effects"
2900,38,"Female","Urban","College","High","No","No",""
2901,27,"Male","Rural","Graduate School","Low","Yes","No","Concerns about side effects"
2902,22,"Female","Suburban","College","Medium","Yes","No",""
2903,53,"Female","Suburban","Graduate School","High","No","No",""
2904,23,"Male","Rural","College","High","Yes","Not Sure",""
2905,43,"Female","Urban","College","Low","Yes","Not Sure","Concerns about side effects"
2906,21,"Female","Urban","High School","Low","No","No",""
2907,56,"Female","Suburban","Graduate School","High","No","Not Sure",""
2908,56,"Male","Suburban","College","Low","Yes","Yes",""
2909,52,"Female","Urban","High School","Medium","No","No",""
2910,18,"Female","Rural","Graduate School","High","No","Yes",""
2911,41,"Male","Rural","Graduate School","Low","Yes","No",""
2912,53,"Male","Rural","College","High","Yes","No",""
2913,23,"Male","Rural","Graduate School","Low","No","Not Sure",""
2914,58,"Male","Urban","High School","Low","No","Yes",""
2915,63,"Male","Suburban","High School","Medium","Yes","Not Sure",""
2916,61,"Female","Suburban","Graduate School","Low","No","No",""
2917,48,"Female","Rural","High School","Low","Yes","Yes","Concerns about side effects"
2918,37,"Female","Urban","Graduate School","Low","Yes","No",""
2919,41,"Male","Urban","High School","Medium","No","Not Sure",""
2920,42,"Female","Rural","Graduate School","Low","No","No",""
2921,53,"Male","Rural","Graduate School","Low","No","No","Concerns about side effects"
2922,38,"Male","Rural","Graduate School","Low","No","Not Sure",""
2923,47,"Female","Suburban","High School","High","No","No",""
2924,41,"Male","Rural","Graduate School","Medium","Yes","Yes",""
2925,61,"Male","Suburban","Graduate School","High","No","Not Sure","Concerns about side effects"
2926,59,"Female","Urban","College","Medium","Yes","No",""
2927,47,"Male","Urban","College","Medium","No","Not Sure",""
2928,39,"Male","Suburban","Graduate School","High","Yes","No",""
2929,45,"Female","Suburban","College","Medium","No","Not Sure",""
2930,24,"Male","Suburban","Graduate School","Medium","No","Not Sure",""
2931,52,"Male","Suburban","College","High","Yes","Yes","Concerns about side effects"
2932,45,"Female","Rural","High School","Low","No","Not Sure",""
2933,31,"Female","Urban","High School","Medium","No","Yes",""
2934,27,"Female","Rural","Graduate School","High","Yes","Not Sure",""
2935,33,"Female","Suburban","Graduate School","Medium","Yes","Not Sure","Concerns about side effects"
2936,33,"Male","Rural","High School","High","Yes","No",""
2937,48,"Male","Rural","High School","Low","No","No","Concerns about side effects"
2938,59,"Female","Urban","College","Medium","Yes","No",""
2939,42,"Male","Rural","Graduate School","Low","Yes","Not Sure","Concerns about side effects"
2940,30,"Male","Urban","High School","Low","No","Not Sure",""
2941,23,"Female","Suburban","High School","High","No","Yes","Concerns about side effects"
2942,61,"Female","Rural","Graduate School","Medium","No","Yes",""
2943,26,"Male","Suburban","College","Medium","No","Yes",""
2944,62,"Female","Urban","College","Medium","No","No",""
2945,53,"Female","Suburban","College","Medium","No","No",""
2946,60,"Female","Suburban","College","Medium","Yes","Yes",""
2947,37,"Male","Urban","High School","High","Yes","Not Sure",""
2948,35,"Female","Suburban","Graduate School","Medium","No","No","Concerns about side effects"
2949,60,"Male","Suburban","Graduate School","Low","Yes","No",""
2950,38,"Male","Suburban","High School","Low","Yes","Yes",""
2951,21,"Male","Rural","High School","Medium","Yes","No",""
2952,50,"Female","Suburban","High School","High","Yes","Yes","Concerns about side effects"
2953,44,"Female","Urban","Graduate School","High","No","No",""
2954,24,"Female","Rural","Graduate School","Medium","No","Not Sure",""
2955,23,"Female","Rural","Graduate School","Low","Yes","Not Sure",""
2956,32,"Female","Urban","College","Medium","No","No",""
2957,35,"Male","Suburban","High School","Medium","Yes","Yes",""
2958,49,"Male","Rural","High School","Medium","Yes","No",""
2959,28,"Male","Rural","High School","High","No","Yes","Concerns about side effects"
2960,37,"Female","Rural","Graduate School","High","Yes","No",""
2961,41,"Male","Suburban","High School","Low","No","Not Sure",""
2962,32,"Male","Rural","High School","Low","No","Not Sure",""
2963,24,"Female","Urban","College","Medium","No","No","Concerns about side effects"
2964,38,"Female","Suburban","Graduate School","Low","No","No","Concerns about side effects"
2965,59,"Male","Urban","High School","Medium","No","No",""
2966,43,"Male","Urban","Graduate School","Low","No","Not Sure",""
2967,61,"Female","Rural","Graduate School","Medium","No","Not Sure",""
2968,31,"Female","Rural","Graduate School","High","No","Yes",""
2969,54,"Female","Rural","College","Medium","No","No",""
2970,38,"Female","Urban","Graduate School","High","Yes","No",""
2971,35,"Male","Suburban","Graduate School","High","No","Not Sure",""
2972,22,"Male","Rural","Graduate School","Low","Yes","No","Concerns about side effects"
2973,20,"Female","Rural","High School","Low","No","Yes",""
2974,40,"Male","Urban","College","High","Yes","No",""
2975,43,"Male","Suburban","High School","Medium","No","Not Sure",""
2976,54,"Female","Urban","College","Medium","No","No",""
2977,41,"Male","Rural","College","Low","No","Not Sure","Concerns about side effects"
2978,36,"Male","Urban","Graduate School","Medium","Yes","Yes",""
2979,42,"Male","Rural","Graduate School","Medium","Yes","Yes","Concerns about side effects"
2980,38,"Female","Suburban","High School","Medium","No","No","Concerns about side effects"
2981,29,"Female","Urban","College","High","Yes","No",""
2982,58,"Male","Rural","Graduate School","High","No","Not Sure",""
2983,50,"Female","Rural","Graduate School","Medium","Yes","Yes",""
2984,21,"Female","Rural","Graduate School","Low","Yes","Yes",""
2985,59,"Female","Rural","Graduate School","Medium","Yes","Yes",""
2986,24,"Male","Urban","High School","Low","No","Yes",""
2987,39,"Male","Rural","High School","High","Yes","No",""
2988,50,"Female","Urban","Graduate School","Medium","Yes","No",""
2989,34,"Male","Rural","Graduate School","Medium","No","Not Sure","Concerns about side effects"
2990,41,"Male","Urban","Graduate School","Low","No","Yes",""
2991,51,"Male","Urban","Graduate School","Low","Yes","No",""
2992,45,"Male","Rural","Graduate School","Medium","Yes","No",""
2993,60,"Male","Rural","College","Medium","No","Yes",""
2994,58,"Female","Rural","College","Low","No","No",""
2995,56,"Male","Rural","College","High","No","Not Sure","Concerns about side effects"
2996,39,"Male","Suburban","College","Low","No","Not Sure",""
2997,34,"Male","Rural","Graduate School","Medium","No","Yes",""
2998,51,"Female","Rural","College","High","Yes","Not Sure",""
2999,23,"Female","Rural","College","High","No","No",""
3000,63,"Female","Urban","High School","High","No","Not Sure",""
3001,23,"Male","Rural","College","High","Yes","No",""
3002,51,"Female","Urban","College","Medium","No","Yes",""
3003,18,"Female","Urban","Graduate School","High","No","Yes",""
3004,27,"Female","Urban","College","Low","No","No",""
3005,38,"Female","Urban","College","Low","Yes","No",""
3006,22,"Male","Suburban","Graduate School","Low","No","Not Sure",""
3007,19,"Female","Rural","College","Medium","No","No",""
3008,39,"Female","Urban","Graduate School","High","No","Yes",""
3009,19,"Male","Rural","College","Low","No","No",""
3010,27,"Male","Urban","High School","Low","Yes","Not Sure",""
3011,51,"Female","Suburban","High School","Low","Yes","Not Sure",""
3012,33,"Male","Urban","College","High","No","No",""
3013,56,"Female","Rural","High School","Low","No","Not Sure",""
3014,39,"Male","Rural","Graduate School","High","No","Not Sure",""
3015,29,"Male","Suburban","College","High","No","Yes",""
3016,41,"Female","Rural","Graduate School","High","No","No","Concerns about side effects"
3017,64,"Male","Rural","High School","Medium","No","Yes",""
3018,57,"Female","Urban","Graduate School","Medium","No","Yes",""
3019,55,"Male","Rural","High School","High","Yes","Not Sure",""
3020,27,"Female","Urban","High School","High","No","Yes",""
3021,52,"Male","Suburban","High School","Medium","Yes","No",""
3022,49,"Male","Rural","Graduate School","Medium","Yes","No",""
3023,24,"Male","Urban","High School","High","No","No",""
3024,38,"Male","Rural","College","Medium","Yes","Yes",""
3025,37,"Male","Urban","High School","Low","Yes","No",""
3026,43,"Female","Suburban","College","High","Yes","No",""
3027,21,"Male","Urban","College","High","No","Yes","Concerns about side effects"
3028,63,"Female","Rural","College","Medium","Yes","Yes",""
3029,39,"Female","Urban","College","Low","Yes","Yes",""
3030,32,"Female","Rural","Graduate School","Medium","No","Yes",""
3031,57,"Male","Suburban","College","Low","No","Not Sure",""
3032,38,"Female","Urban","High School","Low","Yes","Yes",""
3033,32,"Male","Rural","College","High","No","Yes","Concerns about side effects"
3034,39,"Female","Rural","High School","Low","No","No",""
3035,45,"Female","Rural","Graduate School","High","Yes","No",""
3036,31,"Female","Urban","College","Low","Yes","Yes","Concerns about side effects"
3037,44,"Female","Urban","High School","High","Yes","Yes",""
3038,58,"Female","Urban","Graduate School","Low","No","Yes",""
3039,57,"Male","Suburban","Graduate School","Medium","Yes","No",""
3040,45,"Female","Rural","High School","Low","Yes","No",""
3041,43,"Female","Rural","College","Medium","No","Yes","Concerns about side effects"
3042,19,"Male","Suburban","Graduate School","Low","No","No",""
3043,42,"Male","Suburban","High School","Low","No","No",""
3044,20,"Male","Urban","College","High","No","Yes",""
3045,25,"Female","Urban","Graduate School","Low","Yes","No",""
3046,61,"Female","Urban","High School","Low","Yes","Yes",""
3047,50,"Female","Urban","Graduate School","Low","Yes","Not Sure",""
3048,59,"Female","Urban","Graduate School","Medium","No","Not Sure",""
3049,52,"Female","Urban","High School","High","Yes","Not Sure",""
3050,23,"Female","Suburban","Graduate School","High","No","No","Concerns about side effects"
3051,56,"Male","Suburban","High School","Low","No","Not Sure",""
3052,40,"Male","Suburban","College","Low","No","No",""
3053,42,"Female","Rural","High School","Medium","Yes","Yes","Concerns about side effects"
3054,60,"Female","Rural","College","Low","No","Not Sure","Concerns about side effects"
3055,36,"Female","Urban","Graduate School","High","Yes","No",""
3056,22,"Female","Suburban","High School","High","Yes","Not Sure",""
3057,28,"Female","Rural","High School","Medium","Yes","No",""
3058,29,"Male","Rural","High School","Medium","No","No",""
3059,27,"Male","Suburban","High School","High","Yes","Yes",""
3060,25,"Female","Rural","College","Medium","Yes","No",""
3061,41,"Male","Rural","College","Low","No","No",""
3062,45,"Female","Suburban","Graduate School","Low","Yes","Not Sure",""
3063,58,"Female","Rural","Graduate School","Medium","No","Yes","Concerns about side effects"
3064,53,"Female","Suburban","Graduate School","High","Yes","No",""
3065,54,"Male","Rural","Graduate School","Medium","No","Not Sure",""
3066,38,"Male","Suburban","High School","High","No","Yes","Concerns about side effects"
3067,25,"Female","Rural","College","Medium","No","No",""
3068,26,"Male","Rural","College","Medium","No","Not Sure",""
3069,64,"Male","Suburban","College","Medium","No","Yes",""
3070,32,"Female","Rural","College","Low","Yes","Yes",""
3071,63,"Male","Suburban","Graduate School","Low","Yes","Yes",""
3072,57,"Male","Suburban","High School","High","Yes","Yes",""
3073,35,"Female","Rural","College","Medium","Yes","No",""
3074,59,"Female","Urban","High School","Low","No","No",""
3075,37,"Male","Rural","High School","Medium","No","Yes",""
3076,23,"Female","Urban","High School","High","Yes","Yes",""
3077,29,"Male","Urban","High School","Low","No","No",""
3078,19,"Female","Rural","College","High","Yes","Not Sure","Concerns about side effects"
3079,24,"Female","Urban","College","Low","No","Yes",""
3080,33,"Female","Suburban","College","Medium","No","No","Concerns about side effects"
3081,20,"Female","Suburban","Graduate School","High","Yes","No",""
3082,62,"Male","Urban","College","Low","Yes","Not Sure",""
3083,20,"Female","Suburban","Graduate School","Low","No","No","Concerns about side effects"
3084,44,"Female","Rural","Graduate School","Medium","Yes","Yes",""
3085,60,"Female","Suburban","Graduate School","High","Yes","No","Concerns about side effects"
3086,57,"Male","Urban","College","High","Yes","Yes",""
3087,55,"Male","Rural","College","High","Yes","No","Concerns about side effects"
3088,50,"Female","Suburban","College","Medium","No","Yes","Concerns about side effects"
3089,45,"Female","Rural","Graduate School","Low","No","Yes",""
3090,18,"Female","Urban","Graduate School","Low","No","No",""
3091,25,"Female","Suburban","High School","High","No","Yes","Concerns about side effects"
3092,54,"Female","Rural","Graduate School","Low","Yes","No",""
3093,49,"Female","Rural","Graduate School","High","Yes","No","Concerns about side effects"
3094,60,"Male","Suburban","College","Medium","Yes","No",""
3095,54,"Female","Rural","High School","Medium","No","Yes",""
3096,21,"Female","Rural","High School","Medium","No","No",""
3097,47,"Female","Urban","High School","High","No","Not Sure",""
3098,23,"Female","Urban","College","Low","No","Yes","Concerns about side effects"
3099,63,"Female","Urban","High School","Medium","Yes","Not Sure",""
3100,36,"Female","Urban","High School","High","Yes","Not Sure","Concerns about side effects"
3101,49,"Male","Urban","College","High","Yes","Not Sure",""
3102,26,"Male","Urban","High School","Medium","No","Not Sure",""
3103,29,"Male","Suburban","Graduate School","Medium","No","No",""
3104,28,"Male","Urban","Graduate School","Medium","No","Not Sure","Concerns about side effects"
3105,63,"Male","Rural","Graduate School","Low","No","Yes","Concerns about side effects"
3106,33,"Male","Suburban","Graduate School","Low","No","Not Sure",""
3107,18,"Female","Rural","Graduate School","High","No","Not Sure",""
3108,62,"Female","Urban","Graduate School","Medium","Yes","Not Sure","Concerns about side effects"
3109,38,"Female","Urban","Graduate School","Medium","No","No","Concerns about side effects"
3110,47,"Female","Rural","Graduate School","Low","No","Not Sure",""
3111,30,"Female","Rural","Graduate School","Medium","No","Not Sure",""
3112,51,"Female","Rural","College","High","Yes","Not Sure",""
3113,21,"Male","Suburban","College","Medium","Yes","Yes",""
3114,45,"Female","Urban","Graduate School","Low","No","No",""
3115,55,"Male","Rural","College","High","Yes","No",""
3116,48,"Male","Urban","College","High","Yes","No",""
3117,44,"Female","Rural","Graduate School","Medium","Yes","Yes","Concerns about side effects"
3118,22,"Female","Urban","Graduate School","High","No","Not Sure","Concerns about side effects"
3119,42,"Female","Suburban","College","Medium","Yes","Yes","Concerns about side effects"
3120,20,"Female","Urban","Graduate School","Medium","Yes","No",""
3121,50,"Female","Rural","Graduate School","Low","Yes","No",""
3122,21,"Female","Urban","Graduate School","High","No","No",""
3123,42,"Female","Suburban","Graduate School","Medium","Yes","Yes",""
3124,37,"Male","Suburban","College","Medium","No","No",""
3125,51,"Female","Urban","High School","Medium","Yes","Not Sure",""
3126,43,"Female","Rural","College","High","No","Yes",""
3127,22,"Male","Suburban","High School","High","No","Not Sure",""
3128,52,"Female","Suburban","High School","High","No","No","Concerns about side effects"
3129,45,"Female","Urban","High School","Medium","No","No",""
3130,46,"Male","Suburban","College","High","No","Yes","Concerns about side effects"
3131,26,"Female","Suburban","College","Medium","Yes","Not Sure",""
3132,55,"Female","Rural","College","High","Yes","Yes",""
3133,23,"Female","Rural","College","High","Yes","Not Sure",""
3134,36,"Female","Rural","College","Medium","No","No",""
3135,61,"Female","Urban","High School","High","No","Yes",""
3136,28,"Female","Suburban","College","Medium","No","Yes",""
3137,19,"Male","Urban","High School","High","Yes","Not Sure",""
3138,64,"Female","Suburban","College","High","No","No",""
3139,61,"Female","Suburban","College","High","No","No",""
3140,61,"Male","Suburban","Graduate School","High","No","Not Sure",""
3141,26,"Male","Rural","High School","Low","No","Not Sure",""
3142,38,"Female","Urban","College","Medium","Yes","Not Sure",""
3143,41,"Male","Urban","College","Low","No","Not Sure",""
3144,51,"Female","Suburban","College","High","No","Not Sure","Concerns about side effects"
3145,39,"Female","Urban","Graduate School","High","No","No","Concerns about side effects"
3146,20,"Male","Rural","High School","Medium","No","No","Concerns about side effects"
3147,29,"Female","Urban","College","Medium","Yes","Yes","Concerns about side effects"
3148,45,"Female","Suburban","College","Medium","No","No",""
3149,47,"Male","Rural","College","Medium","Yes","Not Sure",""
3150,43,"Male","Rural","Graduate School","High","Yes","No",""
3151,38,"Male","Suburban","College","Medium","No","No",""
3152,45,"Male","Urban","High School","Low","No","No","Concerns about side effects"
