"Participant_ID","Ad_Type","Feel_About_Info_Social_Media"
2161,"Emotions","Positive"
2162,"Control","Neutral"
2163,"Reason","Negative"
2164,"Reason","Negative"
2165,"Reason","Positive"
2166,"Emotions","Positive"
2167,"Emotions","Positive"
2168,"Emotions","Positive"
2169,"Emotions","Negative"
2170,"Emotions","Neutral"
2171,"Control","Neutral"
2172,"Control","Neutral"
2173,"Reason","Positive"
2174,"Reason","Neutral"
2175,"Emotions","Positive"
2176,"Reason","Positive"
2177,"Control","Neutral"
2178,"Control","Neutral"
2179,"Reason","Neutral"
2180,"Emotions","Negative"
2181,"Control","Positive"
2182,"Reason","Negative"
2183,"Emotions","Neutral"
2184,"Reason","Negative"
2185,"Emotions","Negative"
2186,"Emotions","Neutral"
2187,"Control","Neutral"
2188,"Control","Positive"
2189,"Reason","Positive"
2190,"Reason","Negative"
2191,"Emotions","Neutral"
2192,"Control","Positive"
2193,"Emotions","Positive"
2194,"Emotions","Negative"
2195,"Emotions","Negative"
2196,"Emotions","Negative"
2197,"Emotions","Neutral"
2198,"Emotions","Positive"
2199,"Reason","Positive"
2200,"Control","Positive"
2201,"Control","Negative"
2202,"Emotions","Neutral"
2203,"Emotions","Negative"
2204,"Emotions","Negative"
2205,"Control","Neutral"
2206,"Control","Neutral"
2207,"Emotions","Negative"
2208,"Control","Neutral"
2209,"Emotions","Negative"
2210,"Emotions","Positive"
2211,"Emotions","Neutral"
2212,"Reason","Positive"
2213,"Control","Neutral"
2214,"Control","Negative"
2215,"Control","Negative"
2216,"Emotions","Negative"
2217,"Reason","Negative"
2218,"Emotions","Negative"
2219,"Emotions","Negative"
2220,"Emotions","Neutral"
2221,"Reason","Neutral"
2222,"Emotions","Positive"
2223,"Emotions","Neutral"
2224,"Reason","Neutral"
2225,"Emotions","Positive"
2226,"Emotions","Positive"
2227,"Control","Negative"
2228,"Reason","Positive"
2229,"Control","Positive"
2230,"Emotions","Neutral"
2231,"Reason","Negative"
2232,"Reason","Positive"
2233,"Emotions","Negative"
2234,"Control","Negative"
2235,"Emotions","Positive"
2236,"Reason","Positive"
2237,"Reason","Positive"
2238,"Emotions","Positive"
2239,"Emotions","Negative"
2240,"Emotions","Neutral"
2241,"Emotions","Negative"
2242,"Control","Negative"
2243,"Control","Negative"
2244,"Control","Positive"
2245,"Control","Positive"
2246,"Reason","Neutral"
2247,"Reason","Neutral"
2248,"Control","Neutral"
2249,"Emotions","Negative"
2250,"Reason","Neutral"
2251,"Emotions","Negative"
2252,"Control","Positive"
2253,"Reason","Negative"
2254,"Reason","Positive"
2255,"Reason","Positive"
2256,"Reason","Neutral"
2257,"Control","Positive"
2258,"Reason","Neutral"
2259,"Control","Neutral"
2260,"Reason","Neutral"
2261,"Control","Negative"
2262,"Control","Neutral"
2263,"Emotions","Neutral"
2264,"Control","Positive"
2265,"Emotions","Negative"
2266,"Reason","Neutral"
2267,"Emotions","Neutral"
2268,"Control","Neutral"
2269,"Emotions","Positive"
2270,"Reason","Positive"
2271,"Emotions","Positive"
2272,"Control","Neutral"
2273,"Control","Neutral"
2274,"Reason","Neutral"
2275,"Reason","Neutral"
2276,"Emotions","Neutral"
2277,"Reason","Positive"
2278,"Control","Neutral"
2279,"Emotions","Negative"
2280,"Emotions","Neutral"
2281,"Emotions","Positive"
2282,"Emotions","Neutral"
2283,"Reason","Negative"
2284,"Emotions","Neutral"
2285,"Emotions","Negative"
2286,"Emotions","Negative"
2287,"Control","Positive"
2288,"Control","Negative"
2289,"Reason","Neutral"
2290,"Control","Negative"
2291,"Control","Neutral"
2292,"Reason","Neutral"
2293,"Reason","Neutral"
2294,"Emotions","Neutral"
2295,"Emotions","Positive"
2296,"Reason","Neutral"
2297,"Emotions","Positive"
2298,"Emotions","Negative"
2299,"Emotions","Neutral"
2300,"Reason","Negative"
2301,"Control","Positive"
2302,"Control","Neutral"
2303,"Reason","Neutral"
2304,"Reason","Positive"
2305,"Emotions","Negative"
2306,"Reason","Positive"
2307,"Reason","Negative"
2308,"Reason","Negative"
2309,"Reason","Negative"
2310,"Emotions","Neutral"
2311,"Emotions","Positive"
2312,"Reason","Neutral"
2313,"Reason","Positive"
2314,"Control","Negative"
2315,"Control","Neutral"
2316,"Reason","Neutral"
2317,"Control","Neutral"
2318,"Control","Negative"
2319,"Emotions","Positive"
2320,"Emotions","Negative"
2321,"Emotions","Neutral"
2322,"Control","Neutral"
2323,"Reason","Negative"
2324,"Emotions","Neutral"
2325,"Control","Neutral"
2326,"Reason","Positive"
2327,"Emotions","Positive"
2328,"Control","Positive"
2329,"Emotions","Positive"
2330,"Control","Positive"
2331,"Emotions","Positive"
2332,"Control","Neutral"
2333,"Reason","Neutral"
2334,"Emotions","Positive"
2335,"Emotions","Negative"
2336,"Control","Positive"
2337,"Reason","Neutral"
2338,"Reason","Negative"
2339,"Emotions","Negative"
2340,"Control","Negative"
2341,"Emotions","Neutral"
2342,"Control","Negative"
2343,"Reason","Neutral"
2344,"Emotions","Neutral"
2345,"Control","Positive"
2346,"Reason","Neutral"
2347,"Control","Negative"
2348,"Emotions","Neutral"
2349,"Control","Neutral"
2350,"Emotions","Positive"
2351,"Reason","Positive"
2352,"Control","Neutral"
2353,"Reason","Neutral"
2354,"Reason","Neutral"
2355,"Emotions","Positive"
2356,"Emotions","Positive"
2357,"Reason","Negative"
2358,"Emotions","Negative"
2359,"Reason","Negative"
2360,"Emotions","Negative"
2361,"Emotions","Positive"
2362,"Control","Positive"
2363,"Control","Neutral"
2364,"Emotions","Negative"
2365,"Reason","Neutral"
2366,"Reason","Neutral"
2367,"Reason","Positive"
2368,"Emotions","Neutral"
2369,"Emotions","Neutral"
2370,"Reason","Positive"
2371,"Control","Positive"
2372,"Control","Positive"
2373,"Reason","Positive"
2374,"Emotions","Negative"
2375,"Emotions","Negative"
2376,"Reason","Negative"
2377,"Control","Neutral"
2378,"Reason","Negative"
2379,"Reason","Positive"
2380,"Reason","Negative"
2381,"Control","Positive"
2382,"Reason","Negative"
2383,"Control","Negative"
2384,"Emotions","Positive"
2385,"Control","Positive"
2386,"Control","Neutral"
2387,"Reason","Neutral"
2388,"Emotions","Neutral"
2389,"Reason","Negative"
2390,"Control","Negative"
2391,"Control","Positive"
2392,"Reason","Positive"
2393,"Emotions","Neutral"
2394,"Control","Positive"
2395,"Control","Negative"
2396,"Control","Positive"
2397,"Emotions","Positive"
2398,"Reason","Positive"
2399,"Emotions","Positive"
2400,"Emotions","Positive"
2401,"Control","Neutral"
2402,"Emotions","Neutral"
2403,"Control","Negative"
2404,"Emotions","Neutral"
2405,"Emotions","Positive"
2406,"Reason","Neutral"
2407,"Emotions","Negative"
2408,"Reason","Neutral"
2409,"Control","Negative"
2410,"Control","Negative"
2411,"Reason","Negative"
2412,"Control","Positive"
2413,"Control","Negative"
2414,"Emotions","Neutral"
2415,"Reason","Neutral"
2416,"Control","Neutral"
2417,"Reason","Negative"
2418,"Emotions","Negative"
2419,"Control","Positive"
2420,"Control","Negative"
2421,"Reason","Neutral"
2422,"Control","Positive"
2423,"Reason","Neutral"
2424,"Control","Positive"
2425,"Emotions","Negative"
2426,"Emotions","Positive"
2427,"Reason","Negative"
2428,"Control","Negative"
2429,"Control","Neutral"
2430,"Reason","Negative"
2431,"Emotions","Negative"
2432,"Emotions","Negative"
2433,"Emotions","Neutral"
2434,"Reason","Negative"
2435,"Emotions","Neutral"
2436,"Reason","Positive"
2437,"Emotions","Neutral"
2438,"Emotions","Neutral"
2439,"Reason","Negative"
2440,"Control","Neutral"
2441,"Control","Positive"
2442,"Control","Neutral"
2443,"Emotions","Negative"
2444,"Emotions","Positive"
2445,"Control","Negative"
2446,"Emotions","Negative"
2447,"Emotions","Neutral"
2448,"Control","Negative"
2449,"Reason","Positive"
2450,"Control","Positive"
2451,"Control","Positive"
2452,"Reason","Positive"
2453,"Emotions","Neutral"
2454,"Control","Positive"
2455,"Control","Neutral"
2456,"Emotions","Negative"
2457,"Emotions","Negative"
2458,"Reason","Neutral"
2459,"Emotions","Negative"
2460,"Control","Negative"
2461,"Emotions","Positive"
2462,"Emotions","Negative"
2463,"Reason","Negative"
2464,"Reason","Neutral"
2465,"Control","Positive"
2466,"Control","Negative"
2467,"Emotions","Negative"
2468,"Control","Neutral"
2469,"Control","Negative"
2470,"Emotions","Positive"
2471,"Emotions","Positive"
2472,"Emotions","Positive"
2473,"Reason","Neutral"
2474,"Reason","Positive"
2475,"Emotions","Positive"
2476,"Reason","Positive"
2477,"Reason","Positive"
2478,"Reason","Positive"
2479,"Control","Positive"
2480,"Emotions","Neutral"
2481,"Emotions","Positive"
2482,"Control","Negative"
2483,"Reason","Neutral"
2484,"Emotions","Negative"
2485,"Reason","Negative"
2486,"Control","Positive"
2487,"Reason","Negative"
2488,"Control","Negative"
2489,"Control","Negative"
2490,"Reason","Positive"
2491,"Reason","Positive"
2492,"Emotions","Positive"
2493,"Control","Neutral"
2494,"Reason","Positive"
2495,"Reason","Positive"
2496,"Emotions","Negative"
2497,"Emotions","Positive"
2498,"Emotions","Negative"
2499,"Control","Positive"
2500,"Emotions","Positive"
2501,"Control","Positive"
2502,"Emotions","Positive"
2503,"Control","Positive"
2504,"Emotions","Positive"
2505,"Control","Positive"
2506,"Emotions","Negative"
2507,"Emotions","Neutral"
2508,"Reason","Neutral"
2509,"Control","Positive"
2510,"Reason","Neutral"
2511,"Control","Negative"
2512,"Reason","Negative"
2513,"Emotions","Negative"
2514,"Reason","Neutral"
2515,"Emotions","Neutral"
2516,"Control","Neutral"
2517,"Emotions","Positive"
2518,"Reason","Negative"
2519,"Control","Negative"
2520,"Reason","Positive"
2521,"Emotions","Neutral"
2522,"Emotions","Negative"
2523,"Reason","Neutral"
2524,"Control","Positive"
2525,"Reason","Neutral"
2526,"Emotions","Positive"
2527,"Control","Neutral"
2528,"Reason","Positive"
2529,"Emotions","Negative"
2530,"Control","Positive"
2531,"Reason","Neutral"
2532,"Control","Negative"
2533,"Emotions","Neutral"
2534,"Reason","Neutral"
2535,"Reason","Positive"
2536,"Emotions","Positive"
2537,"Emotions","Neutral"
2538,"Emotions","Positive"
2539,"Reason","Neutral"
2540,"Emotions","Positive"
2541,"Reason","Positive"
2542,"Reason","Neutral"
2543,"Control","Negative"
2544,"Emotions","Positive"
2545,"Emotions","Neutral"
2546,"Control","Negative"
2547,"Reason","Positive"
2548,"Reason","Positive"
2549,"Reason","Neutral"
2550,"Emotions","Positive"
2551,"Reason","Neutral"
2552,"Control","Neutral"
2553,"Reason","Positive"
2554,"Emotions","Negative"
2555,"Emotions","Positive"
2556,"Reason","Negative"
2557,"Reason","Positive"
2558,"Emotions","Negative"
2559,"Reason","Positive"
2560,"Control","Negative"
2561,"Emotions","Negative"
2562,"Reason","Positive"
2563,"Reason","Positive"
2564,"Reason","Neutral"
2565,"Control","Negative"
2566,"Emotions","Positive"
2567,"Control","Neutral"
2568,"Reason","Positive"
2569,"Control","Negative"
2570,"Reason","Positive"
2571,"Reason","Positive"
2572,"Emotions","Neutral"
2573,"Emotions","Positive"
2574,"Reason","Neutral"
2575,"Reason","Negative"
2576,"Reason","Negative"
2577,"Emotions","Positive"
2578,"Emotions","Neutral"
2579,"Reason","Negative"
2580,"Emotions","Positive"
2581,"Reason","Positive"
2582,"Control","Positive"
2583,"Emotions","Positive"
2584,"Reason","Positive"
2585,"Control","Neutral"
2586,"Reason","Positive"
2587,"Control","Positive"
2588,"Emotions","Positive"
2589,"Emotions","Positive"
2590,"Reason","Positive"
2591,"Emotions","Positive"
2592,"Emotions","Positive"
2593,"Control","Negative"
2594,"Emotions","Negative"
2595,"Control","Positive"
2596,"Control","Neutral"
2597,"Control","Positive"
2598,"Emotions","Neutral"
2599,"Reason","Neutral"
2600,"Reason","Neutral"
2601,"Emotions","Neutral"
2602,"Control","Neutral"
2603,"Emotions","Negative"
2604,"Reason","Positive"
2605,"Control","Negative"
2606,"Emotions","Negative"
2607,"Control","Positive"
2608,"Control","Negative"
2609,"Reason","Positive"
2610,"Control","Positive"
2611,"Emotions","Positive"
2612,"Control","Positive"
2613,"Control","Neutral"
2614,"Emotions","Neutral"
2615,"Reason","Negative"
2616,"Reason","Positive"
2617,"Emotions","Positive"
2618,"Control","Positive"
2619,"Emotions","Positive"
2620,"Emotions","Neutral"
2621,"Emotions","Neutral"
2622,"Reason","Neutral"
2623,"Control","Negative"
2624,"Emotions","Positive"
2625,"Reason","Neutral"
2626,"Reason","Neutral"
2627,"Control","Positive"
2628,"Emotions","Neutral"
2629,"Control","Positive"
2630,"Emotions","Positive"
2631,"Reason","Neutral"
2632,"Reason","Negative"
2633,"Control","Positive"
2634,"Emotions","Negative"
2635,"Control","Neutral"
2636,"Emotions","Positive"
2637,"Control","Positive"
2638,"Reason","Neutral"
2639,"Control","Negative"
2640,"Emotions","Neutral"
2641,"Control","Neutral"
2642,"Emotions","Neutral"
2643,"Control","Negative"
2644,"Emotions","Positive"
2645,"Emotions","Positive"
2646,"Emotions","Neutral"
2647,"Control","Neutral"
2648,"Control","Negative"
2649,"Reason","Neutral"
2650,"Emotions","Negative"
2651,"Reason","Negative"
2652,"Reason","Negative"
2653,"Emotions","Neutral"
2654,"Reason","Positive"
2655,"Control","Negative"
2656,"Reason","Positive"
2657,"Control","Negative"
2658,"Emotions","Neutral"
2659,"Emotions","Negative"
2660,"Emotions","Negative"
2661,"Reason","Positive"
2662,"Emotions","Neutral"
2663,"Emotions","Negative"
2664,"Control","Neutral"
2665,"Reason","Positive"
2666,"Reason","Neutral"
2667,"Emotions","Neutral"
2668,"Reason","Positive"
2669,"Emotions","Negative"
2670,"Control","Negative"
2671,"Reason","Neutral"
2672,"Reason","Negative"
2673,"Control","Positive"
2674,"Reason","Neutral"
2675,"Emotions","Neutral"
2676,"Reason","Negative"
2677,"Reason","Negative"
2678,"Control","Negative"
2679,"Control","Neutral"
2680,"Emotions","Negative"
2681,"Reason","Neutral"
2682,"Reason","Negative"
2683,"Control","Neutral"
2684,"Emotions","Neutral"
2685,"Reason","Neutral"
2686,"Emotions","Negative"
2687,"Reason","Negative"
2688,"Control","Positive"
2689,"Control","Neutral"
2690,"Control","Negative"
2691,"Control","Positive"
2692,"Control","Positive"
2693,"Control","Negative"
2694,"Emotions","Neutral"
2695,"Control","Positive"
2696,"Emotions","Positive"
2697,"Control","Neutral"
2698,"Reason","Negative"
2699,"Reason","Neutral"
2700,"Reason","Neutral"
2701,"Emotions","Negative"
2702,"Control","Positive"
2703,"Emotions","Neutral"
2704,"Control","Positive"
2705,"Reason","Positive"
2706,"Emotions","Positive"
2707,"Control","Negative"
2708,"Emotions","Positive"
2709,"Emotions","Neutral"
2710,"Reason","Neutral"
2711,"Reason","Neutral"
2712,"Reason","Negative"
2713,"Reason","Neutral"
2714,"Reason","Negative"
2715,"Control","Positive"
2716,"Control","Positive"
2717,"Reason","Negative"
2718,"Reason","Negative"
2719,"Reason","Negative"
2720,"Emotions","Positive"
2721,"Reason","Negative"
2722,"Control","Positive"
2723,"Control","Positive"
2724,"Emotions","Neutral"
2725,"Control","Positive"
2726,"Reason","Negative"
2727,"Emotions","Negative"
2728,"Emotions","Negative"
2729,"Control","Positive"
2730,"Reason","Positive"
2731,"Reason","Neutral"
2732,"Reason","Neutral"
2733,"Emotions","Negative"
2734,"Control","Positive"
2735,"Control","Negative"
2736,"Control","Negative"
2737,"Reason","Negative"
2738,"Emotions","Neutral"
2739,"Emotions","Negative"
2740,"Control","Neutral"
2741,"Control","Positive"
2742,"Emotions","Negative"
2743,"Control","Neutral"
2744,"Emotions","Positive"
2745,"Emotions","Neutral"
2746,"Control","Negative"
2747,"Emotions","Positive"
2748,"Emotions","Positive"
2749,"Control","Positive"
2750,"Control","Neutral"
2751,"Control","Neutral"
2752,"Emotions","Neutral"
2753,"Control","Positive"
2754,"Control","Negative"
2755,"Emotions","Negative"
2756,"Emotions","Positive"
2757,"Control","Negative"
2758,"Control","Positive"
2759,"Emotions","Negative"
2760,"Emotions","Negative"
2761,"Reason","Negative"
2762,"Emotions","Neutral"
2763,"Emotions","Neutral"
2764,"Reason","Positive"
2765,"Control","Neutral"
2766,"Reason","Positive"
2767,"Emotions","Neutral"
2768,"Reason","Negative"
2769,"Reason","Neutral"
2770,"Reason","Neutral"
2771,"Reason","Neutral"
2772,"Reason","Positive"
2773,"Reason","Positive"
2774,"Control","Negative"
2775,"Reason","Negative"
2776,"Reason","Negative"
2777,"Reason","Neutral"
2778,"Reason","Negative"
2779,"Emotions","Positive"
2780,"Reason","Negative"
2781,"Reason","Negative"
2782,"Reason","Negative"
2783,"Control","Negative"
2784,"Reason","Negative"
2785,"Emotions","Positive"
2786,"Control","Neutral"
2787,"Emotions","Negative"
2788,"Control","Neutral"
2789,"Control","Negative"
2790,"Reason","Neutral"
2791,"Reason","Positive"
2792,"Control","Neutral"
2793,"Reason","Negative"
2794,"Reason","Neutral"
2795,"Control","Neutral"
2796,"Control","Negative"
2797,"Emotions","Neutral"
2798,"Control","Negative"
2799,"Emotions","Positive"
2800,"Emotions","Negative"
2801,"Reason","Positive"
2802,"Reason","Neutral"
2803,"Control","Negative"
2804,"Control","Neutral"
2805,"Emotions","Positive"
2806,"Emotions","Positive"
2807,"Reason","Neutral"
2808,"Control","Negative"
2809,"Control","Negative"
2810,"Control","Negative"
2811,"Control","Negative"
2812,"Reason","Positive"
2813,"Reason","Negative"
2814,"Emotions","Neutral"
2815,"Reason","Positive"
2816,"Emotions","Neutral"
2817,"Reason","Neutral"
2818,"Reason","Neutral"
2819,"Control","Positive"
2820,"Emotions","Negative"
2821,"Emotions","Neutral"
2822,"Emotions","Neutral"
2823,"Reason","Negative"
2824,"Control","Negative"
2825,"Reason","Negative"
2826,"Control","Negative"
2827,"Reason","Neutral"
2828,"Emotions","Positive"
2829,"Reason","Negative"
2830,"Emotions","Negative"
2831,"Control","Neutral"
2832,"Emotions","Negative"
2833,"Emotions","Neutral"
2834,"Emotions","Neutral"
2835,"Emotions","Neutral"
2836,"Control","Neutral"
2837,"Reason","Negative"
2838,"Reason","Positive"
2839,"Reason","Negative"
2840,"Reason","Positive"
2841,"Emotions","Negative"
2842,"Control","Neutral"
2843,"Control","Negative"
2844,"Reason","Neutral"
2845,"Reason","Negative"
2846,"Control","Neutral"
2847,"Control","Positive"
2848,"Emotions","Neutral"
2849,"Control","Negative"
2850,"Control","Neutral"
2851,"Emotions","Positive"
2852,"Emotions","Positive"
2853,"Emotions","Negative"
2854,"Control","Neutral"
2855,"Control","Negative"
2856,"Control","Neutral"
2857,"Emotions","Positive"
2858,"Control","Negative"
2859,"Control","Positive"
2860,"Emotions","Neutral"
2861,"Reason","Positive"
2862,"Reason","Neutral"
2863,"Control","Negative"
2864,"Emotions","Neutral"
2865,"Emotions","Neutral"
2866,"Control","Negative"
2867,"Control","Negative"
2868,"Reason","Positive"
2869,"Emotions","Neutral"
2870,"Control","Neutral"
2871,"Emotions","Positive"
2872,"Control","Neutral"
2873,"Reason","Neutral"
2874,"Control","Negative"
2875,"Reason","Negative"
2876,"Reason","Negative"
2877,"Control","Positive"
2878,"Control","Negative"
2879,"Reason","Positive"
2880,"Emotions","Negative"
2881,"Emotions","Neutral"
2882,"Reason","Neutral"
2883,"Reason","Negative"
2884,"Control","Negative"
2885,"Control","Positive"
2886,"Reason","Neutral"
2887,"Reason","Negative"
2888,"Emotions","Negative"
2889,"Emotions","Neutral"
2890,"Emotions","Negative"
2891,"Reason","Neutral"
2892,"Reason","Negative"
2893,"Emotions","Neutral"
2894,"Emotions","Positive"
2895,"Control","Negative"
2896,"Control","Negative"
2897,"Reason","Negative"
2898,"Control","Positive"
2899,"Reason","Negative"
2900,"Reason","Negative"
2901,"Reason","Neutral"
2902,"Emotions","Negative"
2903,"Control","Negative"
2904,"Control","Neutral"
2905,"Control","Positive"
2906,"Control","Positive"
2907,"Emotions","Neutral"
2908,"Control","Positive"
2909,"Control","Positive"
2910,"Emotions","Negative"
2911,"Control","Negative"
2912,"Control","Negative"
2913,"Emotions","Positive"
2914,"Emotions","Negative"
2915,"Emotions","Positive"
2916,"Emotions","Negative"
2917,"Reason","Positive"
2918,"Emotions","Neutral"
2919,"Control","Neutral"
2920,"Control","Negative"
2921,"Control","Positive"
2922,"Control","Neutral"
2923,"Reason","Neutral"
2924,"Reason","Negative"
2925,"Reason","Negative"
2926,"Control","Positive"
2927,"Control","Neutral"
2928,"Emotions","Positive"
2929,"Emotions","Positive"
2930,"Control","Negative"
2931,"Emotions","Positive"
2932,"Emotions","Positive"
2933,"Control","Neutral"
2934,"Reason","Positive"
2935,"Control","Neutral"
2936,"Control","Neutral"
2937,"Emotions","Positive"
2938,"Emotions","Positive"
2939,"Control","Neutral"
2940,"Reason","Positive"
2941,"Control","Neutral"
2942,"Reason","Positive"
2943,"Reason","Neutral"
2944,"Control","Neutral"
2945,"Control","Negative"
2946,"Control","Positive"
2947,"Reason","Neutral"
2948,"Emotions","Neutral"
2949,"Reason","Positive"
2950,"Reason","Positive"
2951,"Reason","Positive"
2952,"Emotions","Negative"
2953,"Reason","Positive"
2954,"Reason","Negative"
2955,"Reason","Positive"
2956,"Emotions","Negative"
2957,"Reason","Positive"
2958,"Emotions","Negative"
2959,"Emotions","Neutral"
2960,"Control","Negative"
2961,"Control","Negative"
2962,"Control","Neutral"
2963,"Emotions","Positive"
2964,"Control","Neutral"
2965,"Control","Neutral"
2966,"Control","Neutral"
2967,"Emotions","Negative"
2968,"Reason","Neutral"
2969,"Control","Positive"
2970,"Control","Negative"
2971,"Control","Negative"
2972,"Control","Neutral"
2973,"Emotions","Negative"
2974,"Reason","Positive"
2975,"Reason","Negative"
2976,"Control","Neutral"
2977,"Reason","Neutral"
2978,"Control","Neutral"
2979,"Control","Negative"
2980,"Reason","Neutral"
2981,"Reason","Negative"
2982,"Emotions","Neutral"
2983,"Control","Neutral"
2984,"Reason","Neutral"
2985,"Emotions","Positive"
2986,"Reason","Positive"
2987,"Reason","Neutral"
2988,"Control","Neutral"
2989,"Emotions","Negative"
2990,"Control","Negative"
2991,"Reason","Positive"
2992,"Emotions","Negative"
2993,"Control","Negative"
2994,"Emotions","Negative"
2995,"Reason","Negative"
2996,"Emotions","Positive"
2997,"Reason","Positive"
2998,"Control","Negative"
2999,"Reason","Negative"
3000,"Reason","Positive"
3001,"Emotions","Neutral"
3002,"Emotions","Negative"
3003,"Control","Neutral"
3004,"Emotions","Negative"
3005,"Control","Positive"
3006,"Reason","Negative"
3007,"Reason","Neutral"
3008,"Emotions","Positive"
3009,"Reason","Negative"
3010,"Reason","Negative"
3011,"Control","Positive"
3012,"Emotions","Negative"
3013,"Control","Positive"
3014,"Reason","Negative"
3015,"Reason","Positive"
3016,"Reason","Negative"
3017,"Emotions","Positive"
3018,"Reason","Positive"
3019,"Reason","Negative"
3020,"Control","Positive"
3021,"Emotions","Negative"
3022,"Reason","Negative"
3023,"Control","Negative"
3024,"Reason","Positive"
3025,"Control","Negative"
3026,"Reason","Positive"
3027,"Emotions","Neutral"
3028,"Emotions","Neutral"
3029,"Control","Neutral"
3030,"Reason","Negative"
3031,"Emotions","Positive"
3032,"Reason","Negative"
3033,"Emotions","Positive"
3034,"Control","Neutral"
3035,"Emotions","Neutral"
3036,"Reason","Neutral"
3037,"Reason","Negative"
3038,"Reason","Negative"
3039,"Control","Positive"
3040,"Control","Positive"
3041,"Reason","Neutral"
3042,"Reason","Negative"
3043,"Emotions","Negative"
3044,"Emotions","Positive"
3045,"Emotions","Positive"
3046,"Reason","Negative"
3047,"Emotions","Negative"
3048,"Reason","Positive"
3049,"Control","Negative"
3050,"Emotions","Negative"
3051,"Reason","Neutral"
3052,"Reason","Negative"
3053,"Control","Negative"
3054,"Control","Negative"
3055,"Control","Positive"
3056,"Control","Neutral"
3057,"Emotions","Positive"
3058,"Control","Neutral"
3059,"Reason","Neutral"
3060,"Reason","Negative"
3061,"Reason","Neutral"
3062,"Reason","Neutral"
3063,"Reason","Negative"
3064,"Control","Negative"
3065,"Reason","Neutral"
3066,"Control","Positive"
3067,"Control","Neutral"
3068,"Control","Positive"
3069,"Control","Positive"
3070,"Emotions","Neutral"
3071,"Emotions","Positive"
3072,"Emotions","Neutral"
3073,"Emotions","Positive"
3074,"Emotions","Positive"
3075,"Reason","Neutral"
3076,"Emotions","Negative"
3077,"Reason","Negative"
3078,"Reason","Neutral"
3079,"Control","Neutral"
3080,"Control","Negative"
3081,"Control","Negative"
3082,"Emotions","Positive"
3083,"Reason","Positive"
3084,"Emotions","Positive"
3085,"Control","Negative"
3086,"Control","Neutral"
3087,"Reason","Positive"
3088,"Reason","Neutral"
3089,"Control","Negative"
3090,"Emotions","Positive"
3091,"Emotions","Negative"
3092,"Reason","Neutral"
3093,"Control","Positive"
3094,"Emotions","Neutral"
3095,"Reason","Neutral"
3096,"Reason","Positive"
3097,"Reason","Positive"
3098,"Emotions","Negative"
3099,"Reason","Positive"
3100,"Emotions","Positive"
3101,"Reason","Positive"
3102,"Emotions","Positive"
3103,"Control","Positive"
3104,"Emotions","Negative"
3105,"Control","Neutral"
3106,"Reason","Negative"
3107,"Emotions","Neutral"
3108,"Reason","Positive"
3109,"Control","Negative"
3110,"Reason","Neutral"
3111,"Reason","Neutral"
3112,"Reason","Positive"
3113,"Control","Positive"
3114,"Control","Neutral"
3115,"Emotions","Negative"
3116,"Emotions","Neutral"
3117,"Emotions","Negative"
3118,"Emotions","Negative"
3119,"Reason","Neutral"
3120,"Control","Negative"
3121,"Control","Neutral"
3122,"Reason","Neutral"
3123,"Emotions","Positive"
3124,"Control","Neutral"
3125,"Reason","Neutral"
3126,"Reason","Positive"
3127,"Emotions","Positive"
3128,"Emotions","Negative"
3129,"Control","Negative"
3130,"Control","Positive"
3131,"Emotions","Positive"
3132,"Control","Positive"
3133,"Emotions","Neutral"
3134,"Reason","Neutral"
3135,"Reason","Neutral"
3136,"Reason","Positive"
3137,"Control","Negative"
3138,"Emotions","Negative"
3139,"Reason","Neutral"
3140,"Reason","Neutral"
3141,"Control","Positive"
3142,"Control","Positive"
3143,"Reason","Negative"
3144,"Control","Negative"
3145,"Control","Positive"
3146,"Control","Negative"
3147,"Control","Negative"
3148,"Emotions","Neutral"
3149,"Control","Positive"
3150,"Control","Positive"
3151,"Emotions","Positive"
3152,"Control","Neutral"
3153,"Control","Positive"
3154,"Reason","Negative"
3155,"Reason","Neutral"
3156,"Reason","Neutral"
3157,"Emotions","Positive"
3158,"Control","Negative"
3159,"Emotions","Positive"
3160,"Emotions","Negative"
3161,"Control","Positive"
3162,"Control","Negative"
3163,"Reason","Negative"
3164,"Control","Negative"
3165,"Emotions","Neutral"
3166,"Reason","Positive"
3167,"Emotions","Positive"
3168,"Control","Positive"
3169,"Reason","Neutral"
3170,"Control","Negative"
3171,"Reason","Neutral"
3172,"Reason","Neutral"
3173,"Reason","Negative"
3174,"Control","Positive"
3175,"Reason","Neutral"
3176,"Reason","Negative"
3177,"Control","Negative"
3178,"Emotions","Positive"
3179,"Control","Negative"
3180,"Control","Negative"
3181,"Reason","Negative"
3182,"Control","Positive"
3183,"Control","Positive"
3184,"Control","Negative"
3185,"Reason","Negative"
3186,"Control","Positive"
3187,"Reason","Positive"
3188,"Control","Positive"
3189,"Reason","Neutral"
3190,"Reason","Positive"
3191,"Control","Negative"
3192,"Emotions","Positive"
3193,"Control","Negative"
3194,"Emotions","Negative"
3195,"Reason","Negative"
3196,"Emotions","Positive"
3197,"Emotions","Positive"
3198,"Reason","Positive"
3199,"Emotions","Positive"
3200,"Control","Positive"
3201,"Emotions","Neutral"
3202,"Reason","Positive"
3203,"Emotions","Neutral"
3204,"Reason","Negative"
3205,"Reason","Negative"
3206,"Control","Negative"
3207,"Reason","Negative"
3208,"Emotions","Neutral"
