Participant_ID,Age_x,Gender_x,Location_x,Education_x,COVID_Awareness_Level_x,Received_Info_Social_Media_x,Vaccine_Hesitancy_x,Reasons_For_Hesitancy_x,Ad_Type_x,Feel_About_Info_Social_Media,Age_y,Gender_y,Location_y,Education_y,COVID_Awareness_Level_y,Received_Info_Social_Media_y,Vaccine_Hesitancy_y,Reasons_For_Hesitancy_y,Ad_Type_y,Received_Vaccine,Influenced_Decision,Effectiveness_Reason_Ad,Effectiveness_Emotions_Ad
3119,42,Female,Suburban,College,Medium,Yes,Yes,Concerns about side effects,Reason,Neutral,42,Female,Suburban,College,Medium,Yes,Yes,Concerns about side effects,Reason,No,Not Applicable,Very effective,
3121,50,Female,Rural,Graduate School,Low,Yes,No,,Control,Neutral,50,Female,Rural,Graduate School,Low,Yes,No,,Reason,Yes,Reason Ad,Very effective,
3122,21,Female,Urban,Graduate School,High,No,No,,Reason,Neutral,21,Female,Urban,Graduate School,High,No,No,,Control,Yes,Reason Ad,,
3123,42,Female,Suburban,Graduate School,Medium,Yes,Yes,,Emotions,Positive,42,Female,Suburban,Graduate School,Medium,Yes,Yes,,Control,Yes,Other,,
3124,37,Male,Suburban,College,Medium,No,No,,Control,Neutral,37,Male,Suburban,College,Medium,No,No,,Emotions,Yes,Reason Ad,,Very effective
3125,51,Female,Urban,High School,Medium,Yes,Not Sure,,Reason,Neutral,51,Female,Urban,High School,Medium,Yes,Not Sure,,Emotions,No,Not Applicable,,Very effective
3126,43,Female,Rural,College,High,No,Yes,,Reason,Positive,43,Female,Rural,College,High,No,Yes,,Reason,No,Not Applicable,Very effective,
3127,22,Male,Suburban,High School,High,No,Not Sure,,Emotions,Positive,22,Male,Suburban,High School,High,No,Not Sure,,Control,No,Not Applicable,,
3128,52,Female,Suburban,High School,High,No,No,Concerns about side effects,Emotions,Negative,52,Female,Suburban,High School,High,No,No,Concerns about side effects,Control,Yes,Other,,
3129,45,Female,Urban,High School,Medium,No,No,,Control,Negative,45,Female,Urban,High School,Medium,No,No,,Control,No,Not Applicable,,
3130,46,Male,Suburban,College,High,No,Yes,Concerns about side effects,Control,Positive,46,Male,Suburban,College,High,No,Yes,Concerns about side effects,Control,Yes,Emotions Ad,,
3131,26,Female,Suburban,College,Medium,Yes,Not Sure,,Emotions,Positive,26,Female,Suburban,College,Medium,Yes,Not Sure,,Reason,No,Not Applicable,Very effective,
3132,55,Female,Rural,College,High,Yes,Yes,,Control,Positive,55,Female,Rural,College,High,Yes,Yes,,Reason,Yes,Other,Very effective,
3133,23,Female,Rural,College,High,Yes,Not Sure,,Emotions,Neutral,23,Female,Rural,College,High,Yes,Not Sure,,Emotions,No,Not Applicable,,Very effective
3134,36,Female,Rural,College,Medium,No,No,,Reason,Neutral,36,Female,Rural,College,Medium,No,No,,Reason,No,Not Applicable,Not at all effective,
3135,61,Female,Urban,High School,High,No,Yes,,Reason,Neutral,61,Female,Urban,High School,High,No,Yes,,Emotions,Yes,Reason Ad,,Very effective
3136,28,Female,Suburban,College,Medium,No,Yes,,Reason,Positive,28,Female,Suburban,College,Medium,No,Yes,,Reason,No,Not Applicable,Very effective,
3137,19,Male,Urban,High School,High,Yes,Not Sure,,Control,Negative,19,Male,Urban,High School,High,Yes,Not Sure,,Reason,No,Not Applicable,Not at all effective,
3138,64,Female,Suburban,College,High,No,No,,Emotions,Negative,64,Female,Suburban,College,High,No,No,,Control,Yes,Other,,
3139,61,Female,Suburban,College,High,No,No,,Reason,Neutral,61,Female,Suburban,College,High,No,No,,Emotions,Yes,Reason Ad,,Very effective
3140,61,Male,Suburban,Graduate School,High,No,Not Sure,,Reason,Neutral,61,Male,Suburban,Graduate School,High,No,Not Sure,,Emotions,No,Not Applicable,,Not at all effective
3141,26,Male,Rural,High School,Low,No,Not Sure,,Control,Positive,26,Male,Rural,High School,Low,No,Not Sure,,Emotions,No,Not Applicable,,Somewhat effective
3142,38,Female,Urban,College,Medium,Yes,Not Sure,,Control,Positive,38,Female,Urban,College,Medium,Yes,Not Sure,,Reason,No,Not Applicable,Not at all effective,
3144,51,Female,Suburban,College,High,No,Not Sure,Concerns about side effects,Control,Negative,51,Female,Suburban,College,High,No,Not Sure,Concerns about side effects,Control,No,Not Applicable,,
3145,39,Female,Urban,Graduate School,High,No,No,Concerns about side effects,Control,Positive,39,Female,Urban,Graduate School,High,No,No,Concerns about side effects,Reason,No,Not Applicable,Very effective,
3146,20,Male,Rural,High School,Medium,No,No,Concerns about side effects,Control,Negative,20,Male,Rural,High School,Medium,No,No,Concerns about side effects,Control,No,Not Applicable,,
3147,29,Female,Urban,College,Medium,Yes,Yes,Concerns about side effects,Control,Negative,29,Female,Urban,College,Medium,Yes,Yes,Concerns about side effects,Reason,Yes,Reason Ad,Somewhat effective,
3148,45,Female,Suburban,College,Medium,No,No,,Emotions,Neutral,45,Female,Suburban,College,Medium,No,No,,Emotions,No,Not Applicable,,Very effective
3150,43,Male,Rural,Graduate School,High,Yes,No,,Control,Positive,43,Male,Rural,Graduate School,High,Yes,No,,Reason,Yes,Emotions Ad,Not at all effective,
3151,38,Male,Suburban,College,Medium,No,No,,Emotions,Positive,38,Male,Suburban,College,Medium,No,No,,Emotions,Yes,Emotions Ad,,Not at all effective
3152,45,Male,Urban,High School,Low,No,No,Concerns about side effects,Control,Neutral,45,Male,Urban,High School,Low,No,No,Concerns about side effects,Control,No,Not Applicable,,
3153,43,Female,Suburban,High School,Medium,Yes,Yes,,Control,Positive,43,Female,Suburban,High School,Medium,Yes,Yes,,Emotions,Yes,Other,,Very effective
3154,50,Male,Urban,High School,Medium,No,Yes,Concerns about side effects,Reason,Negative,50,Male,Urban,High School,Medium,No,Yes,Concerns about side effects,Emotions,No,Not Applicable,,Somewhat effective
3155,38,Male,Urban,High School,Low,No,Not Sure,,Reason,Neutral,38,Male,Urban,High School,Low,No,Not Sure,,Emotions,Yes,Emotions Ad,,Somewhat effective
3156,52,Male,Rural,College,Low,Yes,Not Sure,Concerns about side effects,Reason,Neutral,52,Male,Rural,College,Low,Yes,Not Sure,Concerns about side effects,Emotions,No,Not Applicable,,Not at all effective
3157,51,Male,Suburban,Graduate School,Low,Yes,Yes,,Emotions,Positive,51,Male,Suburban,Graduate School,Low,Yes,Yes,,Control,Yes,Emotions Ad,,
3158,58,Male,Rural,Graduate School,Low,Yes,No,,Control,Negative,58,Male,Rural,Graduate School,Low,Yes,No,,Reason,No,Not Applicable,Somewhat effective,
3159,64,Female,Suburban,Graduate School,Medium,Yes,No,,Emotions,Positive,64,Female,Suburban,Graduate School,Medium,Yes,No,,Reason,Yes,Emotions Ad,Somewhat effective,
3161,28,Female,Rural,Graduate School,High,Yes,Not Sure,,Control,Positive,28,Female,Rural,Graduate School,High,Yes,Not Sure,,Reason,Yes,Emotions Ad,Not at all effective,
3163,39,Male,Suburban,College,High,No,Not Sure,,Reason,Negative,39,Male,Suburban,College,High,No,Not Sure,,Reason,Yes,Other,Not at all effective,
3164,34,Male,Urban,Graduate School,Medium,No,No,,Control,Negative,34,Male,Urban,Graduate School,Medium,No,No,,Emotions,Yes,Emotions Ad,,Very effective
3165,22,Male,Suburban,High School,Medium,No,Not Sure,,Emotions,Neutral,22,Male,Suburban,High School,Medium,No,Not Sure,,Control,Yes,Emotions Ad,,
3166,61,Male,Suburban,High School,High,No,No,Concerns about side effects,Reason,Positive,61,Male,Suburban,High School,High,No,No,Concerns about side effects,Control,Yes,Reason Ad,,
3167,28,Male,Rural,College,Low,No,Not Sure,,Emotions,Positive,28,Male,Rural,College,Low,No,Not Sure,,Reason,No,Not Applicable,Not at all effective,
3168,47,Male,Rural,College,Low,No,Not Sure,,Control,Positive,47,Male,Rural,College,Low,No,Not Sure,,Reason,No,Not Applicable,Not at all effective,
3169,32,Male,Suburban,Graduate School,High,No,Not Sure,,Reason,Neutral,32,Male,Suburban,Graduate School,High,No,Not Sure,,Control,Yes,Reason Ad,,
3170,44,Female,Urban,Graduate School,Low,No,Yes,,Control,Negative,44,Female,Urban,Graduate School,Low,No,Yes,,Control,Yes,Emotions Ad,,
3171,52,Male,Urban,Graduate School,Medium,Yes,Not Sure,,Reason,Neutral,52,Male,Urban,Graduate School,Medium,Yes,Not Sure,,Emotions,Yes,Emotions Ad,,Somewhat effective
3172,50,Female,Rural,College,Medium,Yes,Yes,,Reason,Neutral,50,Female,Rural,College,Medium,Yes,Yes,,Control,No,Not Applicable,,
3173,37,Male,Suburban,Graduate School,Medium,No,Yes,,Reason,Negative,37,Male,Suburban,Graduate School,Medium,No,Yes,,Control,Yes,Reason Ad,,
3174,33,Female,Suburban,Graduate School,Low,No,Not Sure,,Control,Positive,33,Female,Suburban,Graduate School,Low,No,Not Sure,,Emotions,Yes,Reason Ad,,Very effective
3176,19,Male,Urban,High School,High,Yes,Yes,,Reason,Negative,19,Male,Urban,High School,High,Yes,Yes,,Emotions,Yes,Emotions Ad,,Somewhat effective
3177,52,Male,Urban,High School,Medium,Yes,Yes,Concerns about side effects,Control,Negative,52,Male,Urban,High School,Medium,Yes,Yes,Concerns about side effects,Emotions,No,Not Applicable,,Very effective
3178,57,Female,Rural,Graduate School,High,No,No,,Emotions,Positive,57,Female,Rural,Graduate School,High,No,No,,Control,Yes,Emotions Ad,,
3179,45,Female,Suburban,College,Low,Yes,Not Sure,Concerns about side effects,Control,Negative,45,Female,Suburban,College,Low,Yes,Not Sure,Concerns about side effects,Control,No,Not Applicable,,
3180,64,Female,Rural,High School,High,Yes,Yes,,Control,Negative,64,Female,Rural,High School,High,Yes,Yes,,Control,Yes,Reason Ad,,
3181,56,Female,Suburban,College,Low,Yes,Not Sure,Concerns about side effects,Reason,Negative,56,Female,Suburban,College,Low,Yes,Not Sure,Concerns about side effects,Emotions,Yes,Reason Ad,,Not at all effective
3182,23,Male,Rural,Graduate School,Medium,No,Yes,Concerns about side effects,Control,Positive,23,Male,Rural,Graduate School,Medium,No,Yes,Concerns about side effects,Control,No,Not Applicable,,
3183,26,Male,Suburban,Graduate School,Medium,Yes,Not Sure,,Control,Positive,26,Male,Suburban,Graduate School,Medium,Yes,Not Sure,,Control,Yes,Emotions Ad,,
3184,37,Male,Urban,High School,Low,No,Yes,,Control,Negative,37,Male,Urban,High School,Low,No,Yes,,Emotions,Yes,Emotions Ad,,Somewhat effective
3185,18,Female,Urban,College,Low,Yes,No,,Reason,Negative,18,Female,Urban,College,Low,Yes,No,,Reason,Yes,Reason Ad,Not at all effective,
3186,25,Male,Urban,High School,Low,Yes,No,,Control,Positive,25,Male,Urban,High School,Low,Yes,No,,Reason,No,Not Applicable,Somewhat effective,
3187,40,Female,Rural,Graduate School,Medium,No,No,,Reason,Positive,40,Female,Rural,Graduate School,Medium,No,No,,Control,No,Not Applicable,,
3189,21,Female,Suburban,High School,Medium,Yes,Not Sure,,Reason,Neutral,21,Female,Suburban,High School,Medium,Yes,Not Sure,,Emotions,Yes,Other,,Somewhat effective
3190,42,Female,Rural,Graduate School,High,Yes,Yes,,Reason,Positive,42,Female,Rural,Graduate School,High,Yes,Yes,,Emotions,Yes,Emotions Ad,,Somewhat effective
3191,64,Female,Suburban,High School,Medium,No,No,,Control,Negative,64,Female,Suburban,High School,Medium,No,No,,Control,No,Not Applicable,,
3192,55,Male,Rural,College,High,No,Yes,,Emotions,Positive,55,Male,Rural,College,High,No,Yes,,Control,No,Not Applicable,,
3193,32,Female,Suburban,College,Medium,No,Not Sure,,Control,Negative,32,Female,Suburban,College,Medium,No,Not Sure,,Reason,Yes,Emotions Ad,Somewhat effective,
3194,38,Female,Suburban,College,Medium,Yes,No,,Emotions,Negative,38,Female,Suburban,College,Medium,Yes,No,,Emotions,Yes,Emotions Ad,,Very effective
3195,52,Male,Rural,College,Low,No,Yes,,Reason,Negative,52,Male,Rural,College,Low,No,Yes,,Control,Yes,Emotions Ad,,
3196,63,Female,Rural,College,Medium,Yes,Not Sure,,Emotions,Positive,63,Female,Rural,College,Medium,Yes,Not Sure,,Emotions,No,Not Applicable,,Very effective
3197,31,Female,Urban,High School,Low,Yes,No,,Emotions,Positive,31,Female,Urban,High School,Low,Yes,No,,Control,No,Not Applicable,,
3198,53,Male,Urban,High School,Low,Yes,Not Sure,,Reason,Positive,53,Male,Urban,High School,Low,Yes,Not Sure,,Reason,No,Not Applicable,Not at all effective,
3199,29,Male,Suburban,High School,Low,Yes,Not Sure,Concerns about side effects,Emotions,Positive,29,Male,Suburban,High School,Low,Yes,Not Sure,Concerns about side effects,Control,No,Not Applicable,,
3200,34,Male,Suburban,High School,Medium,Yes,No,Concerns about side effects,Control,Positive,34,Male,Suburban,High School,Medium,Yes,No,Concerns about side effects,Reason,Yes,Other,Somewhat effective,
3201,56,Female,Suburban,Graduate School,Low,Yes,Yes,,Emotions,Neutral,56,Female,Suburban,Graduate School,Low,Yes,Yes,,Reason,No,Not Applicable,Very effective,
3202,26,Male,Rural,Graduate School,High,Yes,Yes,,Reason,Positive,26,Male,Rural,Graduate School,High,Yes,Yes,,Control,No,Not Applicable,,
3203,52,Male,Rural,High School,High,Yes,Yes,,Emotions,Neutral,52,Male,Rural,High School,High,Yes,Yes,,Control,No,Not Applicable,,
3204,30,Male,Urban,Graduate School,Medium,No,Yes,,Reason,Negative,30,Male,Urban,Graduate School,Medium,No,Yes,,Reason,Yes,Emotions Ad,Somewhat effective,
3205,32,Female,Suburban,Graduate School,Low,No,Not Sure,,Reason,Negative,32,Female,Suburban,Graduate School,Low,No,Not Sure,,Emotions,Yes,Emotions Ad,,Somewhat effective
3206,35,Male,Urban,College,High,Yes,Yes,Concerns about side effects,Control,Negative,35,Male,Urban,College,High,Yes,Yes,Concerns about side effects,Emotions,Yes,Emotions Ad,,Somewhat effective
3208,23,Female,Rural,Graduate School,Medium,No,Not Sure,,Emotions,Neutral,23,Female,Rural,Graduate School,Medium,No,Not Sure,,Reason,Yes,Other,Very effective,
3209,44,Male,Rural,Graduate School,Medium,No,Not Sure,,Control,Neutral,44,Male,Rural,Graduate School,Medium,No,Not Sure,,Reason,No,Not Applicable,Not at all effective,
3210,40,Female,Urban,High School,Medium,Yes,No,,Control,Negative,40,Female,Urban,High School,Medium,Yes,No,,Control,No,Not Applicable,,
3211,44,Female,Rural,College,Medium,No,Not Sure,Concerns about side effects,Emotions,Positive,44,Female,Rural,College,Medium,No,Not Sure,Concerns about side effects,Control,Yes,Other,,
3212,51,Male,Suburban,High School,Low,Yes,No,,Emotions,Negative,51,Male,Suburban,High School,Low,Yes,No,,Reason,Yes,Other,Somewhat effective,
3214,55,Male,Rural,Graduate School,Low,No,Yes,,Reason,Neutral,55,Male,Rural,Graduate School,Low,No,Yes,,Reason,Yes,Other,Somewhat effective,
3215,31,Female,Urban,College,Low,No,Yes,Concerns about side effects,Control,Negative,31,Female,Urban,College,Low,No,Yes,Concerns about side effects,Emotions,No,Not Applicable,,Not at all effective
3216,53,Female,Urban,College,Medium,Yes,Yes,,Control,Neutral,53,Female,Urban,College,Medium,Yes,Yes,,Emotions,No,Not Applicable,,Not at all effective
3218,52,Male,Rural,Graduate School,High,Yes,Not Sure,,Reason,Negative,52,Male,Rural,Graduate School,High,Yes,Not Sure,,Emotions,No,Not Applicable,,Somewhat effective
3219,36,Female,Urban,High School,High,Yes,Yes,Concerns about side effects,Emotions,Positive,36,Female,Urban,High School,High,Yes,Yes,Concerns about side effects,Reason,No,Not Applicable,Somewhat effective,
3220,47,Female,Urban,High School,Low,Yes,Yes,Concerns about side effects,Emotions,Neutral,47,Female,Urban,High School,Low,Yes,Yes,Concerns about side effects,Reason,Yes,Reason Ad,Very effective,
3221,31,Male,Rural,Graduate School,Medium,Yes,Not Sure,,Emotions,Neutral,31,Male,Rural,Graduate School,Medium,Yes,Not Sure,,Emotions,Yes,Emotions Ad,,Somewhat effective
3222,37,Female,Suburban,High School,High,Yes,No,,Reason,Neutral,37,Female,Suburban,High School,High,Yes,No,,Emotions,No,Not Applicable,,Somewhat effective
3223,42,Female,Urban,High School,High,Yes,No,,Reason,Negative,42,Female,Urban,High School,High,Yes,No,,Control,No,Not Applicable,,
3224,57,Female,Urban,College,High,Yes,Yes,,Emotions,Negative,57,Female,Urban,College,High,Yes,Yes,,Control,Yes,Other,,
3225,41,Female,Suburban,High School,High,No,Yes,,Emotions,Neutral,41,Female,Suburban,High School,High,No,Yes,,Reason,Yes,Emotions Ad,Very effective,
3226,31,Male,Rural,Graduate School,Low,No,Yes,Concerns about side effects,Emotions,Positive,31,Male,Rural,Graduate School,Low,No,Yes,Concerns about side effects,Control,Yes,Emotions Ad,,
3227,43,Male,Rural,High School,Medium,Yes,No,,Emotions,Negative,43,Male,Rural,High School,Medium,Yes,No,,Reason,No,Not Applicable,Very effective,
3228,55,Male,Suburban,College,Low,No,Yes,,Reason,Positive,55,Male,Suburban,College,Low,No,Yes,,Reason,Yes,Reason Ad,Very effective,
3230,39,Male,Rural,High School,High,Yes,Not Sure,,Control,Negative,39,Male,Rural,High School,High,Yes,Not Sure,,Reason,No,Not Applicable,Somewhat effective,
3232,63,Female,Urban,College,Medium,No,Not Sure,,Reason,Positive,63,Female,Urban,College,Medium,No,Not Sure,,Emotions,Yes,Reason Ad,,Somewhat effective
3233,20,Male,Urban,Graduate School,Low,Yes,Yes,,Control,Neutral,20,Male,Urban,Graduate School,Low,Yes,Yes,,Control,No,Not Applicable,,
3235,36,Female,Rural,College,Low,Yes,No,,Control,Neutral,36,Female,Rural,College,Low,Yes,No,,Control,Yes,Reason Ad,,
3237,45,Male,Urban,High School,High,Yes,No,,Emotions,Positive,45,Male,Urban,High School,High,Yes,No,,Control,Yes,Reason Ad,,
3238,37,Female,Urban,Graduate School,Low,No,Yes,,Reason,Positive,37,Female,Urban,Graduate School,Low,No,Yes,,Control,Yes,Reason Ad,,
3239,62,Male,Suburban,College,High,No,Yes,,Reason,Positive,62,Male,Suburban,College,High,No,Yes,,Emotions,Yes,Emotions Ad,,Very effective
3240,24,Female,Rural,Graduate School,Low,No,No,,Control,Neutral,24,Female,Rural,Graduate School,Low,No,No,,Control,Yes,Other,,
3241,31,Female,Suburban,High School,Low,No,No,,Control,Positive,31,Female,Suburban,High School,Low,No,No,,Control,Yes,Reason Ad,,
3242,26,Male,Rural,College,Medium,Yes,No,,Reason,Positive,26,Male,Rural,College,Medium,Yes,No,,Emotions,No,Not Applicable,,Not at all effective
3243,36,Female,Suburban,Graduate School,Medium,No,No,,Control,Neutral,36,Female,Suburban,Graduate School,Medium,No,No,,Control,Yes,Reason Ad,,
3244,64,Female,Urban,Graduate School,High,Yes,Not Sure,,Reason,Neutral,64,Female,Urban,Graduate School,High,Yes,Not Sure,,Control,No,Not Applicable,,
3245,31,Female,Suburban,High School,Medium,No,No,,Control,Negative,31,Female,Suburban,High School,Medium,No,No,,Emotions,Yes,Emotions Ad,,Not at all effective
3246,55,Female,Suburban,College,Low,Yes,Yes,,Emotions,Neutral,55,Female,Suburban,College,Low,Yes,Yes,,Emotions,Yes,Reason Ad,,Somewhat effective
3247,53,Male,Urban,Graduate School,High,No,Yes,,Emotions,Positive,53,Male,Urban,Graduate School,High,No,Yes,,Emotions,Yes,Emotions Ad,,Not at all effective
3248,57,Female,Rural,High School,High,Yes,Yes,,Emotions,Positive,57,Female,Rural,High School,High,Yes,Yes,,Emotions,Yes,Other,,Not at all effective
3249,34,Female,Rural,Graduate School,High,No,Yes,Concerns about side effects,Control,Negative,34,Female,Rural,Graduate School,High,No,Yes,Concerns about side effects,Reason,No,Not Applicable,Somewhat effective,
3250,47,Male,Urban,High School,Low,No,Yes,Concerns about side effects,Control,Negative,47,Male,Urban,High School,Low,No,Yes,Concerns about side effects,Emotions,Yes,Emotions Ad,,Not at all effective
3252,50,Female,Suburban,Graduate School,High,No,No,Concerns about side effects,Reason,Neutral,50,Female,Suburban,Graduate School,High,No,No,Concerns about side effects,Control,Yes,Reason Ad,,
3254,31,Female,Rural,College,Medium,No,Not Sure,,Emotions,Negative,31,Female,Rural,College,Medium,No,Not Sure,,Control,Yes,Reason Ad,,
3256,52,Female,Rural,College,High,Yes,No,,Reason,Positive,52,Female,Rural,College,High,Yes,No,,Control,No,Not Applicable,,
3257,58,Male,Suburban,Graduate School,Low,No,Not Sure,,Reason,Positive,58,Male,Suburban,Graduate School,Low,No,Not Sure,,Control,No,Not Applicable,,
3258,31,Female,Urban,Graduate School,Medium,Yes,No,,Reason,Negative,31,Female,Urban,Graduate School,Medium,Yes,No,,Reason,Yes,Emotions Ad,Not at all effective,
3259,47,Female,Urban,High School,Low,Yes,Yes,,Control,Negative,47,Female,Urban,High School,Low,Yes,Yes,,Reason,Yes,Emotions Ad,Very effective,
3260,58,Female,Rural,High School,Medium,Yes,No,,Reason,Negative,58,Female,Rural,High School,Medium,Yes,No,,Reason,Yes,Other,Very effective,
3261,21,Male,Rural,College,High,Yes,No,Concerns about side effects,Reason,Neutral,21,Male,Rural,College,High,Yes,No,Concerns about side effects,Control,Yes,Reason Ad,,
3262,21,Female,Urban,College,High,No,Yes,,Emotions,Negative,21,Female,Urban,College,High,No,Yes,,Control,No,Not Applicable,,
3263,45,Female,Urban,College,Medium,No,Yes,,Control,Neutral,45,Female,Urban,College,Medium,No,Yes,,Emotions,No,Not Applicable,,Very effective
3264,25,Male,Suburban,High School,Low,Yes,Yes,,Emotions,Neutral,25,Male,Suburban,High School,Low,Yes,Yes,,Emotions,No,Not Applicable,,Very effective
3265,19,Male,Urban,Graduate School,Medium,No,Not Sure,Concerns about side effects,Reason,Negative,19,Male,Urban,Graduate School,Medium,No,Not Sure,Concerns about side effects,Control,No,Not Applicable,,
3266,58,Male,Rural,High School,Low,No,Not Sure,Concerns about side effects,Control,Neutral,58,Male,Rural,High School,Low,No,Not Sure,Concerns about side effects,Emotions,No,Not Applicable,,Not at all effective
3267,63,Male,Urban,Graduate School,Medium,Yes,Not Sure,,Control,Neutral,63,Male,Urban,Graduate School,Medium,Yes,Not Sure,,Emotions,No,Not Applicable,,Not at all effective
3268,39,Female,Rural,High School,High,Yes,Yes,,Emotions,Positive,39,Female,Rural,High School,High,Yes,Yes,,Control,Yes,Other,,
3269,58,Female,Rural,High School,Low,Yes,Not Sure,,Emotions,Neutral,58,Female,Rural,High School,Low,Yes,Not Sure,,Reason,Yes,Other,Very effective,
3270,33,Female,Suburban,College,High,No,Yes,,Control,Neutral,33,Female,Suburban,College,High,No,Yes,,Control,Yes,Other,,
3271,46,Female,Suburban,Graduate School,Low,Yes,Yes,,Control,Negative,46,Female,Suburban,Graduate School,Low,Yes,Yes,,Control,No,Not Applicable,,
3272,47,Male,Suburban,High School,Medium,Yes,Yes,,Emotions,Positive,47,Male,Suburban,High School,Medium,Yes,Yes,,Emotions,Yes,Other,,Very effective
3273,29,Female,Suburban,High School,High,No,Not Sure,,Reason,Neutral,29,Female,Suburban,High School,High,No,Not Sure,,Emotions,No,Not Applicable,,Somewhat effective
3274,52,Female,Urban,Graduate School,High,No,Not Sure,,Control,Neutral,52,Female,Urban,Graduate School,High,No,Not Sure,,Control,Yes,Emotions Ad,,
3275,28,Female,Suburban,High School,Low,No,Yes,,Reason,Neutral,28,Female,Suburban,High School,Low,No,Yes,,Reason,No,Not Applicable,Somewhat effective,
3276,63,Female,Urban,Graduate School,Low,No,Not Sure,,Emotions,Negative,63,Female,Urban,Graduate School,Low,No,Not Sure,,Control,Yes,Reason Ad,,
3277,38,Male,Suburban,College,Low,No,No,Concerns about side effects,Control,Negative,38,Male,Suburban,College,Low,No,No,Concerns about side effects,Reason,Yes,Reason Ad,Somewhat effective,
3278,38,Female,Suburban,College,High,No,Not Sure,,Emotions,Positive,38,Female,Suburban,College,High,No,Not Sure,,Reason,No,Not Applicable,Very effective,
3279,22,Female,Rural,Graduate School,Medium,No,Yes,,Control,Neutral,22,Female,Rural,Graduate School,Medium,No,Yes,,Control,Yes,Reason Ad,,
3280,37,Female,Urban,College,Low,No,Yes,,Control,Positive,37,Female,Urban,College,Low,No,Yes,,Control,No,Not Applicable,,
3281,54,Male,Rural,Graduate School,Medium,Yes,Yes,,Emotions,Negative,54,Male,Rural,Graduate School,Medium,Yes,Yes,,Control,Yes,Reason Ad,,
3282,20,Male,Suburban,High School,Low,No,No,,Emotions,Neutral,20,Male,Suburban,High School,Low,No,No,,Reason,Yes,Reason Ad,Not at all effective,
3283,61,Female,Urban,High School,Medium,Yes,Yes,,Reason,Neutral,61,Female,Urban,High School,Medium,Yes,Yes,,Emotions,Yes,Emotions Ad,,Not at all effective
3285,26,Female,Rural,High School,Medium,No,Not Sure,,Emotions,Neutral,26,Female,Rural,High School,Medium,No,Not Sure,,Reason,Yes,Other,Somewhat effective,
3287,21,Female,Rural,High School,Low,No,Not Sure,,Emotions,Positive,21,Female,Rural,High School,Low,No,Not Sure,,Reason,Yes,Reason Ad,Very effective,
3288,52,Female,Suburban,High School,Low,Yes,Yes,,Reason,Positive,52,Female,Suburban,High School,Low,Yes,Yes,,Reason,No,Not Applicable,Somewhat effective,
3289,34,Female,Suburban,Graduate School,High,No,Yes,,Reason,Neutral,34,Female,Suburban,Graduate School,High,No,Yes,,Emotions,No,Not Applicable,,Not at all effective
3291,41,Female,Urban,High School,Low,Yes,Yes,,Reason,Neutral,41,Female,Urban,High School,Low,Yes,Yes,,Reason,No,Not Applicable,Not at all effective,
3292,49,Female,Rural,High School,High,No,No,,Reason,Positive,49,Female,Rural,High School,High,No,No,,Reason,Yes,Other,Somewhat effective,
3293,18,Male,Rural,Graduate School,High,Yes,Not Sure,,Reason,Positive,18,Male,Rural,Graduate School,High,Yes,Not Sure,,Reason,No,Not Applicable,Not at all effective,
3294,25,Male,Suburban,Graduate School,Medium,Yes,No,,Emotions,Negative,25,Male,Suburban,Graduate School,Medium,Yes,No,,Emotions,No,Not Applicable,,Very effective
3295,62,Female,Rural,College,High,No,Not Sure,,Emotions,Positive,62,Female,Rural,College,High,No,Not Sure,,Reason,Yes,Other,Very effective,
3296,40,Male,Urban,High School,High,No,Yes,,Reason,Negative,40,Male,Urban,High School,High,No,Yes,,Emotions,Yes,Emotions Ad,,Not at all effective
3297,64,Female,Suburban,Graduate School,Low,Yes,Not Sure,,Emotions,Neutral,64,Female,Suburban,Graduate School,Low,Yes,Not Sure,,Emotions,Yes,Emotions Ad,,Very effective
3298,57,Male,Suburban,Graduate School,High,No,Not Sure,,Control,Negative,57,Male,Suburban,Graduate School,High,No,Not Sure,,Control,No,Not Applicable,,
3299,29,Male,Suburban,Graduate School,Low,Yes,Not Sure,,Reason,Neutral,29,Male,Suburban,Graduate School,Low,Yes,Not Sure,,Control,No,Not Applicable,,
3300,29,Female,Urban,College,High,Yes,No,,Control,Neutral,29,Female,Urban,College,High,Yes,No,,Control,Yes,Emotions Ad,,
3301,63,Female,Suburban,Graduate School,High,Yes,Not Sure,,Emotions,Positive,63,Female,Suburban,Graduate School,High,Yes,Not Sure,,Emotions,No,Not Applicable,,Very effective
3302,64,Female,Suburban,College,Medium,No,No,,Control,Neutral,64,Female,Suburban,College,Medium,No,No,,Control,No,Not Applicable,,
3303,32,Male,Suburban,College,High,No,No,,Emotions,Positive,32,Male,Suburban,College,High,No,No,,Control,No,Not Applicable,,
3304,58,Female,Suburban,High School,High,Yes,No,,Emotions,Negative,58,Female,Suburban,High School,High,Yes,No,,Control,No,Not Applicable,,
3305,36,Female,Rural,High School,Low,Yes,Yes,,Reason,Negative,36,Female,Rural,High School,Low,Yes,Yes,,Emotions,Yes,Emotions Ad,,Somewhat effective
3306,43,Female,Suburban,College,Low,Yes,Yes,Concerns about side effects,Control,Neutral,43,Female,Suburban,College,Low,Yes,Yes,Concerns about side effects,Reason,Yes,Reason Ad,Very effective,
